Id,Directory,MapName,MapDescription0,MapDescription1,PvpShortDescription,PvpLongDescription,Corpse0,Corpse1,MapType,InstanceType,ExpansionId,AreaTableId,LoadingScreenId,TimeOfDayOverride,ParentMapId,CosmeticParentMapId,TimeOffset,MinimapIconScale,CorpseMapId,MaxPlayers,WindSettingsId,ZmpFileDataId,WdtFileDataId,Flags0,Flags1
"1410","garrison_horde_sparringarena3","Garrison - Horde - Sparring Arena 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1042825","3585","262152"
"1411","garrison_horde_alchemy2","Garrison - Horde - Alchemy 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1042829","3585","262152"
"1412","garrison_horde_alchemy3","Garrison - Horde - Alchemy 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1042822","3585","262152"
"1413","garrison_horde_blacksmith2","Garrison - Horde - Blacksmith 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043522","3585","262152"
"1414","garrison_horde_blacksmith3","Garrison - Horde - Blacksmith 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043519","3585","262152"
"1415","garrison_horde_enchanting2","Garrison - Horde - Enchanting 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043510","3585","262152"
"1416","garrison_horde_enchanting3","Garrison - Horde - Enchanting 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043517","3585","262152"
"1417","garrison_horde_inscription2","Garrison - Horde - Inscription 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043507","3585","262152"
"1418","garrison_horde_inscription3","Garrison - Horde - Inscription 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043506","3585","262152"
"1419","garrison_horde_leatherworking2","Garrison - Horde - Leatherworking 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043788","3585","262152"
"1420","garrison_horde_leatherworking3","Garrison - Horde - Leatherworking 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043801","3585","262152"
"1421","garrison_horde_jewelcrafting2","Garrison - Horde - Jewelcrafting 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043789","3585","262152"
"1422","garrison_horde_jewelcrafting3","Garrison - Horde - Jewelcrafting 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043800","3585","262152"
"1423","garrison_horde_tailoring2","Garrison - Horde - Tailoring 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043790","3585","262152"
"1424","garrison_horde_tailoring3","Garrison - Horde - Tailoring 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043778","3585","262152"
"1425","garrison_horde_salvageyard2","Garrison - Horde - Salvage Yard 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043796","3585","262152"
"1426","garrison_horde_salvageyard3","Garrison - Horde - Salvage Yard 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1043793","3585","262152"
"1427","PattyMackTestGarrisonBldgMap2","PattyMack Test Garrison Bld Map2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1045409","3585","262152"
"1429","garrison_horde_engineering2","Garrison - Horde - Engineering 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1052563","3585","262152"
"1430","garrison_horde_engineering3","Garrison - Horde - Engineering 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1052566","3585","262152"
"1431","SparringArenaLevel3Stadium","大競技場","殺光所有人","殺光所有人","","","0","0","1","5","5","0","360","-1","-1","-1","0","1","-1","0","0","0","1059195","7773","262154"
"1432","garrison_horde_fishing2","Garrison - Horde - Fishing 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1063275","3585","262152"
"1433","garrison_horde_fishing3","Garrison - Horde - Fishing 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1063274","3585","262152"
"1434","garrison_alliance_fishing2","Garrison - Alliance - Fishing 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1063439","3585","262152"
"1435","garrison_alliance_fishing3","Garrison - Alliance - Fishing 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1063440","3585","262152"
"1437","garrison_alliance_petstable1","Garrison - Alliance - Pet Stable 1","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1066964","3585","262152"
"1438","garrison_alliance_petstable2","Garrison - Alliance - Pet Stable 2","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1066969","3585","262152"
"1439","garrison_alliance_petstable3","Garrison - Alliance - Pet Stable 3","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1066966","3585","262152"
"1440","garrison_alliance_infirmary1","Garrison - Alliance - Infirmary 1","","","","","0","0","4","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","1066967","3585","262152"
"1441","garrison_alliance_infirmary2","Garrison - Alliance - Infirmary 2","","","","","0","0","4","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","1066975","3585","262152"
"1442","garrison_alliance_infirmary3","Garrison - Alliance - Infirmary 3","","","","","0","0","4","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","1066963","3585","262152"
"1446","outdoorGarrisonConstructionPlotAllianceLarge","Outdoor Garrison - Construction Plot, Large - Alliance","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1085120","3585","262152"
"1447","outdoorGarrisonConstructionPlotHordeLarge","Outdoor Garrison - Construction Plot, Large - Horde","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1085117","3585","262152"
"1448","HellfireRaid62","地獄火堡壘","","","","","0","0","1","2","5","0","375","360","-1","-1","0","1","-1","0","0","0","1086771","8404573","262152"
"1451","TanaanLegionTest","Tanaan Legion Test","","","","","0","0","1","5","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1091261","545267293","262152"
"1453","ScourgeofNorthshire","肅清北郡","","","","","0","0","1","5","6","0","360","-1","-1","0","0","1","-1","0","0","0","1093483","545275485","262168"
"1454","ArtifactAshbringerOrigin","The Broken Shore (old - delete)","","","","","0","0","1","5","6","0","251","0","-1","-1","0","1","-1","0","0","0","1093754","8396381","262144"
"1455","EdgeofRealityMount","真實之緣","","","","","0","0","1","5","5","0","364","0","-1","-1","0","1","-1","0","0","0","1093835","8404509","262152"
"1456","NagaDungeon","艾薩拉之眼","","","","","0","0","1","1","6","0","416","-1","-1","1220","0","1","-1","0","11","0","1094973","-2139079139","262416"
"1457","FXlDesignLand-DevOnly","測試地城","","","","","0","0","1","2","6","0","244","-1","-1","-1","0","1","-1","0","0","0","1096332","411057759","393216"
"1458","7_DungeonExteriorNeltharionsLair","奈薩里奧巢穴","","","","","0","0","1","1","6","0","407","-1","-1","-1","0","1","-1","0","0","0","1097290","8404573","262144"
"1459","Transport_The_Iron_Mountain","運輸艦：鋼鐵山峰","","","","","0","0","3","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","0","3585","262152"
"1460","BrokenShoreScenario","破碎海岸事件","","","","","0","0","1","5","5","0","411","-1","-1","-1","0","1","-1","0","0","0","1098373","142622301","264194"
"1461","AzsunaScenario","艾蘇納事件","","","","","0","0","1","5","6","0","411","-1","1220","1220","0","1","-1","0","11","0","1101662","545275485","262160"
"1462","IllidansRock","伊利丹之岩","","","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1106852","7773","262144"
"1463","HelhiemExteriorArea","黑爾海姆外部區域","","","","","0","0","1","0","6","0","411","-1","-1","-1","0","1","-1","0","11","0","1106912","8404573","262144"
"1464","TanaanJungle","塔南森林","","","","","0","0","1","0","5","0","360","-1","-1","1116","0","1","-1","0","0","0","1107657","8404573","262169"
"1465","TanaanJungleNoHubsPhase","Tanaan Jungle - No Hubs Phase","","","","","0","0","1","0","5","0","360","-1","1464","-1","0","1","-1","0","0","0","1108558","8404573","262168"
"1466","Emerald_Nightmare_ValSharah_exterior","暗心灌木林","","","","","0","0","1","1","6","0","397","-1","-1","-1","0","1","-1","0","12","0","1109691","8396381","270336"
"1468","WardenPrison","Warden Prison DH Quests","","","","","0","0","1","0","5","0","398","-1","-1","-1","0","1","-1","0","0","0","1114070","8666709","262660"
"1469","MaelstromShaman","艾澤拉斯之心","","","","","0","0","1","0","3","0","405","-1","-1","-1","0","1","-1","0","0","0","1114310","1629","262144"
"1470","Legion Dungeon","軍團地牢","","","","","0","0","1","1","6","0","215","-1","-1","-1","0","1","-1","0","0","0","1115399","15965","262144"
"1471","1466","Dungeon Test Map 1466","","","","","0","0","1","0","0","0","0","-1","-1","-1","0","1","-1","0","0","0","1115474","7709","262144"
"1473","GarrisonAllianceShipyard","要塞 - 聯盟 - 船塢","","","","","0","0","1","0","5","0","360","-1","1116","1116","0","1","-1","0","0","0","1116019","8404573","262168"
"1474","GarrisonHordeShipyard","要塞 - 部落 - 船塢","","","","","0","0","1","0","5","0","360","-1","1116","1116","0","1","-1","0","0","0","1116016","8404573","262168"
"1475","TheMawofNashal","納夏爾之顎","","","","","0","0","1","5","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1118480","8404573","262144"
"1476","Transport_The_Maw_of_Nashal","Transport: The Maw of Nashal","","","","","0","0","3","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","0","1553","262144"
"1477","Valhallas","英靈殿","","","","","0","0","1","1","6","0","415","-1","-1","-1","0","1","-1","0","12","0","1119384","8396381","262672"
"1478","ValSharahTempleofEluneScenario","伊露恩神殿","","","","","0","0","1","5","6","0","182","-1","-1","1220","0","1","-1","0","12","0","1121237","679493213","262160"
"1479","WarriorArtifactArea","擎天堡","","","","","0","0","1","0","6","0","415","-1","-1","-1","0","1","-1","0","0","0","1123541","679485021","262144"
"1480","DeathKnightArtifactArea","冰冠城塞","","","","","0","0","1","5","6","0","250","-1","-1","-1","0","1","-1","0","0","0","1122982","8396381","262144"
"1481","legionnexus","馬爾頓","","","","","0","0","1","0","5","0","378","-1","-1","-1","0","1","-1","0","0","0","1123497","10755677","262164"
"1482","GarrisonShipyardAllianceSubmarine","要塞船塢 - 潛水艇 - 聯盟","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1125974","3585","262152"
"1483","GarrisonShipyardAllianceDestroyer","要塞船塢 - 驅逐艦 - 聯盟","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1125966","3585","262152"
"1484","GarrisonShipyardTransport","要塞船塢 - 運輸艦","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1125971","3585","262152"
"1485","GarrisonShipyardDreadnaught","Garrison Shipyard - Battleship - Alliance","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1125957","3585","262152"
"1486","GarrisonShipyardCarrier","Garrison Shipyard - Carrier - Horde","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1125945","3585","262152"
"1487","GarrisonShipyardHordeSubmarine","Garrison Shipyard - Submarine - Horde","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1125956","3585","262152"
"1488","GarrisonShipyardHordeDestroyer","Garrison Shipyard - Destroyer - Horde","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1125969","3585","262152"
"1489","Artifact-PortalWorldAcqusition","尼斯卡拉","","","","","0","0","1","5","6","0","408","-1","-1","-1","0","1","-1","0","0","0","1128496","10493533","262144"
"1492","Helheim","靈魂之喉","","","","","0","0","1","1","6","0","399","-1","-1","-1","0","1","-1","0","0","0","1132517","8396381","262672"
"1493","WardenPrisonDungeon","看守者鐵獄","","","","","0","0","1","1","6","0","398","-1","-1","-1","0","1","-1","0","0","0","1132492","8404565","262656"
"1494","AcquisitionVioletHold","紫羅蘭堡","","","","","0","0","1","5","6","0","420","-1","-1","-1","0","1","-1","0","0","0","1133654","679493213","262144"
"1495","AcquisitionWarriorProt","盾息之島","","","","","0","0","1","5","6","0","411","-1","1220","1220","0","1","-1","0","0","0","1134318","679493213","262160"
"1496","GarrisonShipyardCarrierAlliance","Garrison Shipyard - Carrier - Alliance","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1134086","3585","262152"
"1497","GarrisonShipyardGalleonHorde","Garrison Shipyard - Battleship - Horde","","","","","0","0","4","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","1135235","3585","262152"
"1498","AcquisitionHavoc","魔魂堡","","","","","0","0","1","5","6","0","411","-1","-1","1220","0","1","-1","0","0","0","1135430","142622301","262160"
"1499","Artifact-Warrior Fury Acquisition","oldArtifact - Warrior Fury Acquisition","","","","","0","0","1","1","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1138322","679493213","262144"
"1500","ArtifactPaladinRetAcquisition","破碎海岸","","","","","0","0","1","5","6","0","411","-1","-1","-1","0","1","-1","0","0","0","1140061","679493213","262144"
"1501","BlackRookHoldDungeon","玄鴉堡","","","","","0","0","1","1","6","0","404","720","-1","-1","0","1","-1","0","14","0","1238745","8404573","262160"
"1502","DalaranUnderbelly","達拉然城底區","","","","","0","0","1","0","6","0","411","-1","-1","1220","0","1","-1","0","0","0","1243553","8404573","262161"
"1503","ArtifactShamanElementalAcquisition","地深之源","","","","","0","0","1","5","6","0","268","-1","-1","646","0","1","-1","0","0","0","1243571","-1467990435","262144"
"1504","BlackrookHoldArena","玄鴉堡競技場","","","","","0","0","1","4","6","0","413","-1","-1","-1","0","1","-1","0","14","0","1244360","8396381","786432"
"1505","NagrandArena2","納葛蘭競技場","","","","","0","0","1","4","6","0","421","-1","-1","-1","0","1","-1","0","0","0","1245900","8396381","786448"
"1509","BloodtotemCavernFelPhase","Bloodtotem Cavern - Fel Phase","","","","","0","0","4","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1249320","3585","262144"
"1510","BloodtotemCavernTaurenPhase","Bloodtotem Cavern - Tauren Phase","","","","","0","0","4","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1249322","3585","262144"
"1511","Artifact-WarriorFuryAcquisition","蔑潮港","","","","","0","0","1","5","6","0","411","-1","1220","1220","0","1","-1","0","12","0","1249463","8404573","262160"
"1512","Artifact-PriestHunterOrderHall","虛空之光神殿","","","","","0","0","1","0","6","0","406","-1","-1","-1","0","1","-1","0","0","0","1249597","679485021","262144"
"1513","Artifact-MageOrderHall","守護者殿堂","","","","","0","0","1","0","6","0","410","-1","-1","-1","0","1","-1","0","0","0","1249553","679493213","262144"
"1514","Artifact-MonkOrderHall","漂流島","","","","","0","0","1","0","6","0","393","-1","-1","-1","0","1","-1","0","0","0","1249576","679493213","262144"
"1515","HulnHighmountain","胡恩之戰","","","","","0","0","1","0","6","0","3","-1","-1","-1","0","1","-1","0","12","0","1251166","142622301","262144"
"1516","SuramarCatacombsDungeon","幽暗地道","","","","","0","0","1","1","6","0","402","720","-1","-1","0","1","-1","0","0","0","1252371","8396381","262656"
"1517","StormheimPrescenarioWindrunner","Stormheim Prescenario Windrunner","","","","","0","0","4","0","6","0","0","-1","-1","-1","0","1","-1","0","11","0","1252508","3585","262144"
"1518","StormheimPrescenarioSkyfire","Stormheim Prescenario Skyfire","","","","","0","0","4","0","6","0","0","-1","-1","-1","0","1","-1","0","11","0","1252500","3585","262144"
"1519","ArtifactsDemonHunterOrderHall","魔錘號","","","","","0","0","1","0","6","0","396","-1","-1","-1","0","1","-1","0","0","0","1253648","10493533","262160"
"1520","NightmareRaid","翡翠夢魘","","","","","0","0","1","2","6","0","400","-1","-1","-1","0","1","-1","0","12","0","1253821","142614109","262656"
"1522","ArtifactWarlockOrderHallScenario","懼痕裂隙","","","","","0","0","1","5","6","0","401","-1","-1","-1","0","1","-1","0","0","0","1260944","10493533","262144"
"1523","MardumScenario","保衛魔錘號事件","","","","","0","0","1","5","6","0","396","-1","-1","-1","0","1","-1","0","0","0","1263825","10501725","262160"
"1526","Artifact-WhiteTigerTempleAcquisition","白虎寺","","","","","0","0","1","5","6","0","334","-1","-1","870","0","1","-1","0","0","0","1270355","679493213","262160"
"1527","HighMountain","高嶺事件","","","","","0","0","1","0","6","0","411","-1","1220","1220","0","1","-1","0","12","0","1270716","8535645","262160"
"1528","Artifact-SkywallAcquisition","天空之牆","","","","","-11522.49","-2317.934","1","5","6","0","259","-1","-1","-1","0","1","1","0","0","0","1271513","8396381","262144"
"1529","KarazhanScenario","卡拉贊","","","","","0","0","1","5","5","0","200","-1","-1","-1","0","1","-1","0","0","0","1271904","8404573","262152"
"1530","SuramarRaid","暗夜堡","","","","","0","0","1","2","6","0","412","720","-1","-1","0","1","-1","0","12","0","1273016","-2139079075","262672"
"1532","HighMountainMesa","高嶺台地事件","","","","","0","0","1","0","6","0","411","-1","1220","1220","0","1","-1","0","12","0","1275494","8535645","262160"
"1533","Artifact-KarazhanAcquisition","卡拉贊墓穴","","","","","0","0","1","5","6","0","200","-1","-1","0","0","1","-1","0","0","0","1278032","679493213","262161"
"1534","Artifact-DefenseofMoongladeScenario","月光林地","","","","","0","0","1","5","6","0","3","-1","-1","-1","0","1","-1","0","0","0","2449139","679493213","262144"
"1535","DefenseofMoongladeScenario","月光林地","","","","","0","0","1","1","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1278949","679493213","262144"
"1536","UrsocsLairScenario","厄索克巢穴","","","","","0","0","1","5","6","0","397","-1","-1","-1","0","1","-1","0","0","0","1278826","679493213","262144"
"1537","BoostExperience","zzOLD - Boost Experience","","","","","0","0","1","5","6","0","376","-1","-1","-1","0","1","-1","0","0","0","1279833","142622303","262161"
"1538","Karazhan Scenario","test","","","","","0","0","1","0","0","0","200","-1","-1","-1","0","1","-1","0","0","0","2449140","7709","262192"
"1539","Artifact-AcquisitionArmsHolyShadow","提里斯法林地","","","","","0","0","1","5","6","0","4","-1","-1","0","0","1","-1","0","0","0","1281459","8404573","262160"
"1540","Artifact-Dreamway","翡翠夢途","","","","","0","0","1","0","6","0","418","-1","-1","-1","0","1","-1","0","11","0","1283013","679493213","262144"
"1541","Artifact-TerraceofEndlessSpringAcquisition","豐泉台","","","","","0","0","1","5","6","0","321","-1","-1","-1","0","1","-1","0","0","0","1303183","8396381","262144"
"1544","LegionVioletHoldDungeon","紫羅蘭堡之襲","","","","","0","0","1","1","6","0","420","-1","-1","-1","0","1","-1","0","0","0","1304759","7773","262152"
"1545","Artifact-Acquisition-CombatResto","艾蘇納","","","","","0","0","1","5","6","0","411","-1","-1","1220","0","1","-1","0","12","0","1305527","142622301","262160"
"1547","Artifacts-CombatAcquisitionShip","Artifact - Combat - Acquisition Ship","","","","","0","0","4","0","6","0","411","-1","-1","-1","0","1","-1","0","0","0","2449141","3585","262144"
"1549","TechTestSeamlessWorldTransitionA","Tech Test - Seamless World Transition A","","","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1307907","142622303","262192"
"1550","TechTestSeamlessWorldTransitionB","Tech Test - Seamless World Transition B","","","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1307908","142622303","262192"
"1552","ValsharahArena","亞夏曼之殞","","","","","0","0","1","4","6","0","417","-1","-1","-1","0","1","-1","0","11","0","1309335","8396381","786448"
"1553","Artifact-Acquisition-Underlight","薄暮嶼","","","","","0","0","1","5","6","0","411","-1","-1","1220","0","1","-1","0","12","0","1309499","-2139087267","262424"
"1554","BoostExperience2","7.0 Boost Experience - Alliance","","","","","0","0","1","1","5","0","411","-1","-1","1220","0","1","-1","0","0","0","1309733","545275485","262289"
"1555","TransportBoostExperienceAllianceGunship","zzOLD - Transport: Boost Experience - Alliance Gunship","","","","","0","0","4","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","2449142","3585","262152"
"1556","TransportBoostExperienceHordeGunship","zzOLD - Transport: Boost Experience - Horde Gunship","","","","","0","0","4","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","2449143","3585","262152"
"1557","BoostExperience2Horde","7.0 Boost Experience - Horde","","","","","0","0","1","1","5","0","411","-1","-1","1220","0","1","-1","0","0","0","1310051","545275485","262289"
"1559","TransportBoostExperienceHordeGunship2","7.0 Transport: Boost Experience - Horde Gunship","","","","","0","0","3","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","0","3585","262152"
"1560","TransportBoostExperienceAllianceGunship2","7.0 Transport: Boost Experience - Alliance Gunship","","","","","0","0","3","0","5","0","0","-1","-1","-1","0","1","-1","0","0","0","0","3585","262152"
"1561","TechTestCosmeticParentPerformance","Tech Test - Cosmetic Parent Performance","","","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1310608","142622303","262160"
"1571","SuramarCityDungeon","眾星之廷","","","","","0","0","1","1","6","0","419","-1","-1","1220","0","1","-1","0","12","0","1315461","-2139087267","262416"
"1572","MaelstromShamanHubIntroScenario","大漩渦","","","","","0","0","1","5","3","0","272","-1","-1","-1","0","1","-1","0","0","0","1319015","1629","262144"
"1579","UdluarScenario","奧杜亞","","","","","0","0","1","5","5","0","244","0","-1","-1","0","1","-1","0","0","0","1325930","7773","262192"
"1580","MaelstromTitanScenario","大漩渦","","","","","0","0","1","5","6","0","272","-1","-1","-1","0","1","-1","0","0","0","1326466","15965","262152"
"1582","Artifact�DalaranVaultAcquisition","刪除","","","","","0","0","1","5","6","0","0","-1","-1","0","0","1","-1","0","0","0","2449144","679493213","262160"
"1583","Artifact-DalaranVaultAcquisition","奧核寶庫","","","","","0","0","1","5","6","0","227","-1","-1","-1","0","1","-1","0","0","0","1327887","679485021","262160"
"1584","JulienTestLand-DevOnly","Julien Test Land","","","","","0","0","1","0","6","0","216","-1","-1","-1","0","1","-1","0","0","0","1327920","142622303","262160"
"1586","AssualtOnStormwind","襲擊暴風城","","","","","0","0","1","0","6","0","4","1020","-1","0","0","1","-1","0","0","0","1328459","142622301","262160"
"1588","DevMapA","Dev Map - A - Jared Coulston","","","","","0","0","1","0","6","0","0","-1","-1","1116","0","1","-1","0","0","0","1328944","142622303","262160"
"1589","DevMapB","Dev Map - B - Nathaniel Chapman","- NO DESCRIPTION -","- NO DESCRIPTION -","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1328956","142622303","262160"
"1590","DevMapC","Dev Map - C - Julien Tremblay","","","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1328959","142622303","262160"
"1591","DevMapD","Dev Map - D - PotT","","","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1328958","142622303","262160"
"1592","DevMapE","Dev Map - E","","","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1329020","142622303","262160"
"1593","DevMapF","Dev Map - F","","","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1329025","142622303","262160"
"1594","DevMapG","晶喜鎮！","","","","","0","0","1","1","7","0","440","120","-1","-1","0","1","-1","0","0","0","1329067","142622301","262672"
"1599","ArtifactRestoAcqusition","諾達希爾","","","","","0","0","1","5","6","0","3","-1","-1","1","0","1","-1","0","0","0","1332714","8404573","262160"
"1600","ArtifactThroneoftheTides","海潮王座","","","","","0","0","1","5","6","0","255","-1","-1","-1","0","1","-1","0","0","0","1334632","679493213","262144"
"1602","SkywallDungeon_OrderHall","Artifact - The Vortex Pinnacle - Shaman Order Hall","","","","","-11522.49","-2317.934","1","0","6","0","259","-1","-1","-1","0","1","1","0","0","0","1336050","1565","262144"
"1603","AbyssalMaw_Interior_Scenario","Throne of the Tides Scenario(DELETE)","","","","","-5585.872","5401.649","1","5","3","0","255","-1","-1","-1","0","1","0","0","0","0","2449145","17949","262144"
"1604","Artifact-PortalWorldNaskora","Artifact - Order Campaign - Portal World Niskara","","","","","0","0","1","0","6","0","408","-1","-1","-1","0","1","-1","0","0","0","1340655","10493533","262144"
"1605","FirelandsArtifact","Firelands_Artifact","","","","","0","0","1","0","6","0","274","720","-1","-1","0","1","-1","0","0","0","1344269","7773","262192"
"1607","ArtifactAcquisitionSubtlety","Artifact - Acquisition - Subtlety","","","","","0","0","1","5","6","0","378","-1","-1","-1","0","1","-1","0","0","0","1345504","679485021","262144"
"1608","Hyjal Instance","Hyjal War of the Ancients Quest","","","","","0","0","1","0","6","0","3","-1","-1","-1","0","1","-1","0","0","0","1354093","8396381","262192"
"1609","AcquisitionTempleofstorms","風暴神殿","","","","","0","0","1","5","6","0","216","-1","-1","571","0","1","-1","0","0","0","1358017","679485021","262160"
"1610","Artifact-SerenityLegionScenario","Artifact - Serenity Legion Scenario","","","","","0","0","1","5","6","0","327","-1","870","870","0","1","-1","0","0","0","1360075","680541789","262160"
"1611","DeathKnightCampaign-LightsHopeChapel","死亡騎士戰役 - 聖光之願禮拜堂","","","","","0","0","1","5","6","0","4","-1","-1","0","0","1","-1","0","0","0","1369037","8396381","262160"
"1612","TheRuinsofFalanaar","法拉納爾廢墟","","","","","0","0","1","5","6","0","417","0","1220","1220","0","1","-1","0","0","0","1370726","8396381","262160"
"1616","Faronaar","法隆納","","","","","0","0","1","5","6","0","411","-1","-1","1220","0","1","-1","0","0","0","1374093","142622301","262800"
"1617","DeathKnightCampaign-Undercity","死亡騎士戰役 - 幽暗城","","","","","0","0","1","5","6","0","376","-1","-1","0","0","1","-1","0","0","0","1375793","8396381","262160"
"1618","DeathKnightCampaign-ScarletMonastery","死亡騎士戰役 - 血色修道院","","","","","0","0","1","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","1375889","8396381","262160"
"1620","ArtifactStormwind","Artifact - Stormwind","","","","","0","0","1","5","6","0","4","-1","-1","0","0","1","-1","0","0","0","1377489","679493213","262160"
"1621","BlackTemple-Legion","黑暗神廟 - 軍團","","","","","0","0","1","5","6","0","215","-1","-1","-1","0","1","-1","0","0","0","1378055","8396381","262144"
"1622","IllidanTemp","特洛古斯裂隙事件","","","","","0","0","1","5","6","0","411","-1","-1","-1","0","1","-1","0","0","0","1381605","142614109","262160"
"1623","MageCampaign-TheOculus","法師戰役 - 奧核之眼","","","","","0","0","1","5","6","0","227","-1","-1","-1","0","1","-1","0","0","0","1383393","8404573","262160"
"1624","BattleofExodar","艾克索達之戰","","","","","0","0","1","5","6","0","3","-1","-1","-1","0","1","-1","0","0","0","1383625","134225501","262192"
"1625","TrialoftheSerpent","玉蛟的試煉","","","","","0","0","1","5","6","0","311","-1","-1","-1","0","1","-1","0","0","0","1387170","679493213","262144"
"1626","TheCollapseSuramarScenario","崩塌遺跡 - 蘇拉瑪爾事件","","","","","0","0","1","5","6","0","411","-1","-1","1220","0","1","-1","0","11","0","1389386","142614109","262160"
"1627","FelHammerDHScenario","Fel Hammer DH Scenario","","","","","0","0","4","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","2449146","3585","262152"
"1628","Transport251513","交通工具：聯盟戰船","","","","","0","0","3","0","6","0","0","-1","-1","-1","0","1","-1","0","0","0","0","3585","262144"
"1629","NetherlightTemplePrison","虛空之光神殿","","","","","0","0","1","5","6","0","406","-1","-1","-1","0","1","-1","0","0","0","1394350","679480925","262144"
"1630","TolBarad1","托巴拉德","","","","","0","0","1","5","6","0","265","-1","-1","-1","0","1","-1","0","0","0","1395634","9821","262144"
