Id,Name,ChrCustomizationOptionId,ChrCustomizationReqId,OrderIndex,UiOrderIndex,Flags,SwatchColor0,SwatchColor1
"3562","双马尾","370","141","0","0","0","0","0"
"3563","凯旋卷发","370","141","1","1","0","0","0"
"3564","蓬松","370","141","2","2","0","0","0"
"3565","活塞","370","141","3","3","0","0","0"
"3566","摇轴","370","141","4","4","0","0","0"
"3567","机轴","370","141","5","5","0","0","0"
"3568","疯狂精灵","370","141","6","6","0","0","0"
"3569","轻柔海波","370","141","7","7","0","0","0"
"3570","","371","141","0","1","0","3356221","0"
"3571","","371","141","1","6","0","-9407657","0"
"3572","","371","141","2","4","0","-10405337","0"
"3573","","371","141","3","7","0","11516055","0"
"3574","","371","141","4","3","0","-4036288","0"
"3575","","371","141","5","2","0","-5749715","0"
"3576","","371","141","6","5","0","-1531820","0"
"3577","","371","10","7","100","0","0","0"
"3578","无","416","141","0","0","0","0","0"
"3579","耳朵","416","141","1","1","0","0","0"
"3580","天线","416","141","2","2","0","0","0"
"3581","传感器","416","141","3","3","0","0","0"
"3582","红外侦测","416","141","4","4","0","0","0"
"3583","装甲耳朵","416","141","5","5","0","0","0"
"3584","接收器","416","141","6","6","0","0","0"
"3585","导体","416","141","7","7","0","0","0"
"3586","光学目镜","416","141","8","8","0","0","0"
"3587","赛博耳","416","141","9","9","0","0","0"
"3588","线缆","416","141","10","10","0","0","0"
"3589","耳机","416","141","11","11","0","0","0"
"3590","战术目镜","416","141","12","12","0","0","0"
"3591","机械耳","416","141","13","13","0","0","0"
"3592","传感器","416","141","14","14","0","0","0"
"3593","收发器","416","141","15","15","0","0","0"
"3594","生化眼镜","416","141","16","16","0","0","0"
"3595","生化耳朵","416","141","17","17","0","0","0"
"3596","感知器","416","141","18","18","0","0","0"
"3597","音速扩音器","416","141","19","19","0","0","0"
"3598","标准","374","141","0","0","0","0","0"
"3599","钢铁装甲","374","141","1","1","0","0","0"
"3600","钢铁握爪","374","141","2","2","0","0","0"
"3601","瑟银握爪","374","141","3","3","0","0","0"
"3602","","375","141","0","0","0","0","0"
"3603","","375","141","1","1","0","0","0"
"3604","","186","146","0","0","0","0","0"
"3605","","43","141","14","10","0","-12763543","0"
"3606","","43","10","15","101","0","0","0"
"3607","","52","141","13","10","0","-12763543","0"
"3608","","52","10","14","100","0","0","0"
"3713","混沌","380","143","6","6","0","0","0"
"3714","混沌","381","143","6","6","0","0","0"
"3715","混沌","376","143","6","6","0","0","0"
"3716","混沌","377","143","6","6","0","0","0"
"4126","","463","146","0","28","0","-6184545","0"
"4127","","463","146","1","26","0","-4843349","0"
"4128","","463","146","2","27","0","-5738339","0"
"4129","","463","146","3","2","0","-3128297","0"
"4130","","463","146","4","3","0","-6864378","0"
"4131","","463","146","5","6","0","-4880101","0"
"4132","","463","146","6","5","0","-7379927","0"
"4133","","463","146","7","4","0","-8630508","0"
"4134","","463","146","8","1","0","-10202815","0"
"4135","","463","146","9","11","0","-14187172","0"
"4136","","463","146","10","9","0","-10513596","0"
"4137","","463","146","11","7","0","-8226738","0"
"4138","","463","146","12","8","0","-7302836","0"
"4139","","463","146","13","10","0","-10714260","0"
"4140","","463","146","14","12","0","-12604496","0"
"4141","","463","146","15","14","0","-8804176","0"
"4142","","463","146","16","15","0","-14188867","0"
"4143","","463","146","17","49","0","-11834230","-10714260"
"4144","","463","146","18","13","0","-11560031","0"
"4145","","463","146","19","53","8","-14540254","-10714260"
"4146","","463","146","20","51","8","-10202815","-14540254"
"4147","","463","146","21","52","8","-5738339","-14540254"
"4148","","463","146","22","54","8","-14540254","-12604496"
"4149","","463","146","23","50","8","-14540254","0"
"4150","","464","146","0","28","0","-6184545","0"
"4151","","464","146","1","26","0","-4843349","0"
"4152","","464","146","2","27","0","-5738339","0"
"4153","","464","146","3","2","0","-3128297","0"
"4154","","464","146","4","3","0","-6864378","0"
"4155","","464","146","5","6","0","-4880101","0"
"4156","","464","146","6","5","0","-7379927","0"
"4157","","464","146","7","4","0","-8630508","0"
"4158","","464","146","8","1","0","-10202815","0"
"4159","","464","146","9","21","0","-14187172","0"
"4160","","464","146","10","9","0","-10513596","0"
"4161","","464","146","11","7","0","-8226738","0"
"4162","","464","146","12","8","0","-7302836","0"
"4163","","464","146","13","10","0","-10714260","0"
"4164","","464","146","14","22","0","-12604496","0"
"4165","","464","146","15","24","0","-8804176","0"
"4166","","464","146","16","25","0","-14188867","0"
"4167","","464","146","17","49","0","-11834230","-10714260"
"4168","","464","146","18","23","0","-11560031","0"
"4169","","464","146","19","53","8","-14540254","-10714260"
"4170","","464","146","20","51","8","-10202815","-14540254"
"4171","","464","146","21","52","8","-5738339","-14540254"
"4172","","464","146","22","54","8","-14540254","-12604496"
"4173","","464","146","23","50","8","-14540254","0"
"4534","","463","142","24","90","0","0","0"
"4535","","464","142","24","90","0","0","0"
"4752","无","501","141","0","0","0","0","0"
"4753","耳环","501","141","1","1","0","0","0"
"4754","上耳环","501","141","2","2","0","0","0"
"4755","双耳环","501","141","3","3","0","0","0"
"4756","混搭","501","141","4","4","0","0","0"
"4757","鼻环","501","141","5","5","0","0","0"
"4758","眉环","501","141","6","6","0","0","0"
"4759","钻石","501","141","7","7","0","0","0"
"4760","红宝石","501","141","8","8","0","0","0"
"4761","红宝石耳钉","501","141","9","9","0","0","0"
"4762","翡翠耳钉","501","141","10","10","0","0","0"
"4763","托帕石耳钉","501","141","11","11","0","0","0"
"4764","托帕石吊钉","501","141","12","12","0","0","0"
"4765","翡翠吊钉","501","141","13","13","0","0","0"
"4766","红宝石吊钉","501","141","14","14","0","0","0"
"4908","无","510","141","0","0","0","0","0"
"4909","红宝石","510","141","1","1","0","0","0"
"4910","钻石","510","141","2","2","0","0","0"
"4911","翡翠","510","141","3","3","0","0","0"
"4912","托帕石项坠","510","141","4","4","0","0","0"
"4913","红宝石项坠","510","141","5","5","0","0","0"
"4914","托帕石吊坠","510","141","6","6","0","0","0"
"4915","翡翠吊坠","510","141","7","7","0","0","0"
"4916","红宝石吊坠","510","141","8","8","0","0","0"
"4939","翠绿","516","141","1","1","0","0","0"
"4940","薰衣草","516","141","2","2","0","0","0"
"4941","糖果","516","141","3","3","0","0","0"
"4942","烟熏妆","516","141","4","4","0","0","0"
"4943","丝绸","516","141","5","5","0","0","0"
"4944","木炭","516","141","6","6","0","0","0"
"4957","","9","295","18","50","0","-12966107","0"
"4958","","9","295","19","51","0","-13557987","0"
"4961","","14","320","17","50","0","-12638170","0"
"4962","","14","320","18","51","0","-13230050","0"
"4963","无","516","141","0","0","0","0","0"
"4964","","14","320","19","52","0","2955029","0"
"4967","","14","321","20","53","0","-3698589","0"
"4970","","14","321","21","54","0","-4816810","0"
"4971","","14","321","22","55","0","-5935287","0"
"4972","","9","295","20","52","0","2692886","0"
"4975","","9","296","21","53","0","-3698589","0"
"4978","","9","296","22","54","0","-4816810","0"
"4979","","9","296","23","55","0","10841929","0"
"4980","卷曲鲍勃头","16","141","24","50","0","0","0"
"4981","卷曲圆髻","16","141","25","51","0","0","0"
"4982","玉米垄","16","141","26","52","0","0","0"
"4983","长发绺","16","141","27","53","0","0","0"
"4984","长发","16","141","28","80","0","0","0"
"4985","双丸子头","16","141","29","81","0","0","0"
"4986","小精灵","16","141","30","82","0","0","0"
"4987","偏分短发","16","141","31","83","0","0","0"
"4988","导师","11","141","17","17","0","0","0"
"4989","短寸","11","141","18","18","0","0","0"
"4990","长发绺","11","141","19","19","0","0","0"
"4991","玉米垄","11","141","20","20","0","0","0"
"4992","卷丝","11","141","21","21","0","0","0"
"4993","额发","11","141","22","22","0","0","0"
"4994","王子","11","141","23","23","0","0","0"
"4995","巫师","11","141","24","24","0","0","0"
"4996","刘海","11","141","25","25","0","0","0"
"5023","","17","43","14","31","0","2236453","0"
"5024","","17","43","15","33","0","10380565","0"
"5025","","17","43","16","35","0","12546629","0"
"5026","","17","43","17","34","0","13721873","0"
"5027","","17","43","18","37","0","12873472","0"
"5028","","17","43","19","38","0","-4490214","0"
"5029","","17","43","20","39","0","-3563710","0"
"5030","","17","43","21","36","0","11440998","0"
"5031","","17","43","22","40","0","7630177","0"
"5032","","17","43","23","41","0","16777215","0"
"5033","","17","43","24","42","0","-13286001","0"
"5034","","17","43","25","43","0","-4873338","-6723225"
"5035","","17","43","26","44","0","-5522763","-11446403"
"5036","","17","42","27","61","0","2039837","0"
"5037","","17","42","28","63","0","8738832","0"
"5038","","17","42","29","65","0","9721643","0"
"5039","","17","42","30","64","0","7546141","0"
"5040","","17","42","31","67","0","-6206960","0"
"5041","","17","42","32","68","0","-5743064","0"
"5042","","17","42","33","69","0","-5010364","0"
"5043","","17","42","34","66","0","-6524334","0"
"5044","","17","42","35","70","0","7630177","0"
"5045","","17","42","36","71","0","12234921","0"
"5046","","17","42","37","72","0","-12367506","0"
"5047","","17","42","38","73","0","-4873338","-6723225"
"5048","","17","42","39","74","0","-5522763","-11446403"
"5056","尖脸","525","141","0","0","0","0","0"
"5057","宽脸","525","141","1","1","0","0","0"
"5058","圆脸","525","141","2","2","0","0","0"
"5059","尖脸","526","141","0","0","0","0","0"
"5060","宽脸","526","141","1","1","0","0","0"
"5061","圆脸","526","141","2","2","0","0","0"
"5127","","12","37","14","31","0","3815996","0"
"5128","","12","37","15","37","0","8935702","0"
"5129","","12","37","16","33","0","11559219","0"
"5130","","12","37","17","34","0","11356928","0"
"5131","","12","37","18","36","0","13726464","0"
"5132","","12","37","19","38","0","-4490214","0"
"5133","","12","37","20","39","0","-3563710","0"
"5134","","12","37","21","35","0","-4679831","0"
"5135","","12","37","22","40","0","10591122","0"
"5136","","12","37","23","41","0","16777215","0"
"5137","","12","37","24","42","0","-13090448","0"
"5138","","12","37","25","43","0","-6581634","-10269341"
"5139","","12","37","26","44","0","-6247249","-11316614"
"5140","","12","36","27","61","0","3815996","0"
"5141","","12","36","28","67","0","8935702","0"
"5142","","12","36","29","63","0","11559219","0"
"5143","","12","36","30","64","0","11356928","0"
"5144","","12","36","31","66","0","13726464","0"
"5145","","12","36","32","68","0","12287002","0"
"5146","","12","36","33","69","0","-3890865","0"
"5147","","12","36","34","65","0","10319959","0"
"5148","","12","36","35","70","0","-9542313","0"
"5149","","12","36","36","71","0","-6910327","0"
"5150","","12","36","37","72","0","-12367506","0"
"5151","","12","36","38","73","0","-6581634","-10269341"
"5152","","12","36","39","74","0","-6247249","-11316614"
"5330","","534","146","0","2","0","15453276","0"
"5331","","534","146","1","1","0","12519168","0"
"5332","","534","146","2","5","0","9448675","0"
"5333","","534","146","3","3","0","7260212","0"
"5334","","534","146","4","4","0","-13459457","0"
"5335","","534","146","5","6","0","-1318980","0"
"5336","","534","146","6","50","8","-7898009","0"
"5337","","535","146","0","2","0","15453276","0"
"5338","","535","146","1","1","0","12519168","0"
"5339","","535","146","2","5","0","9448675","0"
"5340","","535","146","3","3","0","7260212","0"
"5341","","535","146","4","4","0","3317759","0"
"5342","","535","146","5","6","0","-1318980","0"
"5343","","535","146","6","50","8","8879207","0"
"5344","","534","142","7","101","0","0","0"
"5345","","535","142","7","101","0","0","0"
"5532","","544","146","0","20","0","-13721044","0"
"5533","","544","146","1","21","0","-10375834","0"
"5534","","544","146","2","28","0","-7693166","0"
"5535","","544","146","3","6","0","-680448","0"
"5536","","544","146","4","9","0","-5394420","0"
"5537","","544","146","5","23","0","-16204871","0"
"5538","","544","146","6","3","0","-1547776","0"
"5539","","544","146","7","4","0","-229118","0"
"5540","","544","146","8","10","0","-14642908","0"
"5541","","544","146","9","26","0","-5950840","0"
"5542","","544","146","10","24","0","-15695469","0"
"5543","","544","146","11","1","0","9373465","0"
"5544","","544","146","12","2","0","11340032","0"
"5545","","544","146","13","8","0","-7962843","0"
"5546","","544","146","14","25","0","-11765367","0"
"5547","","544","146","15","5","0","-3903738","0"
"5548","","544","146","16","7","0","-5923760","0"
"5549","","544","146","17","27","0","-3382886","0"
"5550","","544","146","18","22","0","-10117224","0"
"5551","","544","12","19","100","0","0","0"
"5552","","544","12","20","101","0","0","0"
"5553","","544","12","21","102","0","0","0"
"5554","","544","12","22","103","0","0","0"
"5555","","544","12","23","104","0","0","0"
"5556","","544","12","24","105","0","0","0"
"5557","","544","12","25","106","0","0","0"
"5558","","544","12","26","107","0","0","0"
"5559","","544","142","27","70","0","0","0"
"5560","","545","146","0","20","0","-13721044","0"
"5561","","545","146","1","21","0","-10375834","0"
"5562","","545","146","2","28","0","-7693166","0"
"5563","","545","146","3","6","0","-680448","0"
"5564","","545","146","4","9","0","-5394420","0"
"5565","","545","146","5","23","0","-16204871","0"
"5566","","545","146","6","3","0","-1547776","0"
"5567","","545","146","7","4","0","-229118","0"
"5568","","545","146","8","10","0","-14642908","0"
"5569","","545","146","9","26","0","-5950840","0"
"5570","","545","146","10","24","0","-15695469","0"
"5571","","545","146","11","1","0","-7403751","0"
"5572","","545","146","12","2","0","-5437184","0"
"5573","","545","146","13","8","0","-7962843","0"
"5574","","545","146","14","25","0","-11765367","0"
"5575","","545","146","15","5","0","-3903738","0"
"5576","","545","146","16","7","0","-5923760","0"
"5577","","545","146","17","27","0","-3382886","0"
"5578","","545","146","18","22","0","-10117224","0"
"5579","","545","12","19","100","0","0","0"
"5580","","545","12","20","101","0","0","0"
"5581","","545","12","21","102","0","0","0"
"5582","","545","12","22","103","0","0","0"
"5583","","545","12","23","104","0","0","0"
"5584","","545","12","24","105","0","0","0"
"5585","","545","12","25","106","0","0","0"
"5586","","545","12","26","107","0","0","0"
"5587","","545","142","27","108","0","0","0"
"5616","","548","146","1","6","0","7449406","0"
"5617","","548","146","2","3","0","13930752","0"
"5618","","548","146","3","4","0","15056640","0"
"5619","","548","146","4","12","0","3315345","0"
"5620","","548","146","5","7","0","8238383","0"
"5621","","548","146","6","10","0","9151391","0"
"5622","","548","146","7","9","0","9937239","0"
"5623","","548","146","8","8","0","3785270","0"
"5624","","548","146","9","11","0","2396033","0"
"5625","","548","146","10","5","0","10796842","0"
"5626","","548","146","11","2","0","12738833","0"
"5627","","548","146","12","1","0","10496768","0"
"5628","","548","12","13","100","0","5663302","0"
"5629","","548","142","14","70","0","0","0"
"5630","","549","146","0","6","0","-9327810","0"
"5631","","549","146","1","3","0","-2846464","0"
"5632","","549","146","2","4","0","-1720576","0"
"5633","","549","146","3","12","0","-13461871","0"
"5634","","549","146","4","7","0","-8538833","0"
"5635","","549","146","5","10","0","-7625825","0"
"5636","","549","146","6","9","0","-6839977","0"
"5637","","549","146","7","8","0","-12991946","0"
"5638","","549","146","8","11","0","-14381183","0"
"5639","","549","146","9","5","0","-5980374","0"
"5640","","549","146","10","2","0","-4038383","0"
"5641","","549","146","11","1","0","10496768","0"
"5642","","549","12","12","100","0","5663302","0"
"5643","","549","142","13","70","0","0","0"
"5666","","552","146","0","10","0","14614783","0"
"5667","","552","146","1","8","0","-9938046","0"
"5668","","552","146","2","1","0","16711683","0"
"5669","","552","146","3","4","0","-20475","0"
"5670","","552","146","4","3","0","-6921957","0"
"5671","","552","146","5","6","0","-16722838","0"
"5672","","552","146","6","9","0","-9627247","0"
"5673","","552","146","7","2","0","-9094898","0"
"5674","","552","146","8","5","0","-10520528","0"
"5675","","552","146","9","7","0","-12354963","0"
"5676","","552","142","10","100","0","0","0"
"5677","","553","146","0","10","0","-2162433","0"
"5678","","553","146","1","8","0","-9938046","0"
"5679","","553","146","2","1","0","-65533","0"
"5680","","553","146","3","4","0","-20475","0"
"5681","","553","146","4","3","0","-6921957","0"
"5682","","553","146","5","6","0","-16722838","0"
"5683","","553","146","6","9","0","-9627247","0"
"5684","","553","146","7","2","0","-9094898","0"
"5685","","553","146","8","5","0","-10520528","0"
"5686","","553","146","9","7","0","-12354963","0"
"5687","","553","142","10","100","0","0","0"
"5703","","61","141","11","26","0","13221031","0"
"5704","","61","141","12","20","0","2643829","0"
"5705","","61","141","13","24","0","-899465","0"
"5706","","61","141","14","27","0","10068927","0"
"5707","","61","141","15","1","0","5520680","0"
"5708","","61","141","16","2","0","12027218","0"
"5709","","61","141","17","8","0","3430188","0"
"5717","","66","141","11","26","0","-3556185","0"
"5718","","66","141","12","20","0","2643829","0"
"5719","","66","141","13","24","0","15877751","0"
"5720","","66","141","14","27","0","-6708289","0"
"5721","","66","141","15","1","0","5520680","0"
"5722","","66","141","16","2","0","12027218","0"
"5723","","66","141","17","8","0","3430188","0"
"5724","食尸鬼","60","141","16","16","0","0","0"
"5726","蠕行者","60","141","17","17","0","0","0"
"5727","巫师","60","141","18","18","0","0","0"
"5728","恶魔之锁","60","141","19","19","0","0","0"
"5729","额发","60","141","20","20","0","0","0"
"5730","学识蓬头","65","141","15","15","0","0","0"
"5731","放松尖叫","65","141","16","16","0","0","0"
"5732","死亡摇滚","65","141","17","17","0","0","0"
"6275","无","559","141","0","0","0","0","0"
"6276","钉条","559","141","1","1","0","0","0"
"6277","腐烂","559","141","2","2","0","0","0"
"6278","腐臭","559","141","3","3","0","0","0"
"6287","无","563","141","0","0","0","0","0"
"6288","钉条","563","141","1","1","0","0","0"
"6289","腐烂","563","58","2","2","0","0","0"
"6292","腐烂","563","59","3","3","0","0","0"
"6293","腐臭","563","141","4","4","0","0","0"
"6304","眼窝","534","146","8","51","8","0","0"
"6305","眼窝","535","146","8","51","8","0","0"
"6366","","63","66","7","7","0","-9875095","0"
"6367","","63","66","8","8","0","-11504268","0"
"6368","","63","66","9","9","0","-10126772","0"
"6369","","63","66","10","10","0","-9740238","0"
"6370","","63","66","11","11","0","-11914446","0"
"6371","","63","64","12","31","0","-6965871","0"
"6372","","63","64","13","32","0","-6700414","0"
"6373","","63","64","14","36","0","-5010007","0"
"6374","","63","64","15","34","0","-6643397","0"
"6375","","63","64","16","35","0","-9456760","0"
"6376","","63","64","17","33","0","-8538777","0"
"6377","","63","64","18","37","0","-9875095","0"
"6378","","63","64","19","38","0","-11504268","0"
"6379","","63","64","20","39","0","-10126772","0"
"6380","","63","64","21","40","0","-9740238","0"
"6381","","63","64","22","41","0","-11914446","0"
"6382","","63","65","23","61","0","-6965871","0"
"6383","","63","65","24","62","0","-6700414","0"
"6384","","63","65","25","66","0","-5010007","0"
"6385","","63","65","26","64","0","-6643397","0"
"6386","","63","65","27","65","0","-9456760","0"
"6387","","63","65","28","63","0","-8538777","0"
"6388","","63","65","29","67","0","-9875095","0"
"6389","","63","65","30","68","0","-11504268","0"
"6390","","63","65","31","69","0","-10126772","0"
"6391","","63","65","32","70","0","-9740238","0"
"6392","","63","65","33","71","0","-11914446","0"
"6420","","58","61","7","6","0","-9875095","0"
"6421","","58","61","8","7","0","-11504268","0"
"6422","","58","61","9","8","0","-10126772","0"
"6423","","58","61","10","9","0","-9740238","0"
"6424","","58","61","11","10","0","-11914446","0"
"6425","","58","63","12","40","0","-5919879","0"
"6426","","58","63","13","41","0","-7426696","0"
"6427","","58","63","14","42","0","-8344675","0"
"6428","","58","63","15","43","0","-7757397","0"
"6429","","58","63","16","44","0","-7500875","0"
"6430","","58","63","17","45","0","-6711632","0"
"6431","","58","63","18","46","0","-9875095","0"
"6432","","58","63","19","47","0","-11504268","0"
"6433","","58","63","20","48","0","-10126772","0"
"6434","","58","63","21","49","0","-9740238","0"
"6435","","58","63","22","50","0","-11914446","0"
"6436","","58","62","23","60","0","-5919879","0"
"6437","","58","62","24","61","0","-7426696","0"
"6438","","58","62","25","62","0","-8344675","0"
"6439","","58","62","26","63","0","-7757397","0"
"6440","","58","62","27","64","0","-7500875","0"
"6441","","58","62","28","65","0","-6711632","0"
"6442","","58","62","29","66","0","-9875095","0"
"6443","","58","62","30","67","0","-11504268","0"
"6444","","58","62","31","68","0","-10126772","0"
"6445","","58","62","32","69","0","-9740238","0"
"6446","","58","62","33","70","0","-11914446","0"
"6513","","565","148","0","0","0","0","0"
"6514","黑色","565","147","1","1","0","4212592","0"
"6515","蓝色","565","147","2","2","0","6900608","0"
"6516","白色","565","147","3","3","0","14408930","0"
"6517","棕色","565","147","4","4","0","8872520","0"
"6518","","566","148","0","0","0","0","0"
"6519","黑色","566","147","1","1","0","4212592","0"
"6520","蓝色","566","147","2","2","0","6900608","0"
"6521","白色","566","147","3","3","0","14408930","0"
"6522","棕色","566","147","4","4","0","8872520","0"
"6523","","548","146","0","13","0","8147078","0"
"6524","嶙峋","568","55","0","0","0","0","0"
"6525","斑驳","568","141","1","1","0","0","0"
"6526","肉身","568","141","2","2","0","0","0"
"6527","嶙峋","567","55","0","0","0","0","0"
"6528","斑驳","567","141","1","1","0","0","0"
"6529","肉身","567","141","2","2","0","0","0"
"6568","","571","144","0","5","0","4849464","0"
"6569","","571","144","1","4","0","5357585","0"
"6570","","571","144","2","6","0","6147722","0"
"6571","","571","144","3","7","0","4898465","0"
"6572","","571","144","4","2","0","-1396462","0"
"6573","","571","144","5","1","0","-1338367","0"
"6574","","571","144","6","3","0","-665764","0"
"6575","","571","144","7","50","8","9211532","0"
"6576","","571","144","8","52","8","-11927752","9211532"
"6577","","571","144","9","54","8","9211532","-10629494"
"6578","","571","144","10","53","8","9211532","-1396462"
"6579","","571","144","11","51","8","-665764","9211532"
"6580","","571","144","12","11","0","-8357385","0"
"6581","","571","12","13","101","0","0","0"
"6582","","571","12","14","102","0","0","0"
"6583","","571","144","15","9","0","5037055","0"
"6584","","571","144","16","10","0","37375","0"
"6585","","571","144","17","8","0","53503","0"
"6586","","571","142","18","103","0","0","0"
"6587","","572","144","0","5","0","-11927752","0"
"6588","","572","144","1","4","0","-11419631","0"
"6589","","572","144","2","6","0","-10629494","0"
"6590","","572","144","3","7","0","-11878751","0"
"6591","","572","144","4","2","0","-1396462","0"
"6592","","572","144","5","1","0","-1338367","0"
"6593","","572","144","6","3","0","-665764","0"
"6594","","572","144","7","50","8","9211532","0"
"6595","","572","144","8","52","8","-11927752","9211532"
"6596","","572","144","9","54","8","9211532","-10629494"
"6597","","572","144","10","53","8","9211532","-1396462"
"6598","","572","144","11","51","8","-665764","9211532"
"6599","","572","144","12","11","0","-8357385","0"
"6600","","572","12","13","101","0","0","0"
"6601","","572","12","14","102","0","0","0"
"6602","","572","144","15","9","0","-11740161","0"
"6603","","572","144","16","10","0","-16739841","0"
"6604","","572","144","17","8","0","-16723713","0"
"6605","","572","142","18","103","0","0","0"
"6606","","59","141","10","10","0","0","0"
"6619","无","575","141","0","0","0","0","0"
"6620","凤凰","575","141","1","1","0","0","0"
"6621","花环","575","141","2","2","0","0","0"
"6622","金丝","575","141","3","3","0","0","0"
"6623","紫色","565","147","5","5","0","7684964","0"
"6624","紫色","566","147","5","5","0","7684964","0"
"6625","耳翼","123","141","11","11","0","0","0"
"6626","草叶","123","141","12","12","0","0","0"
"6627","钻石","123","141","13","13","0","0","0"
"6637","顺滑后梳","121","141","20","20","0","0","0"
"6638","顶束","121","141","21","21","0","0","0"
"6639","冠冕","121","141","22","22","0","0","0"
"6640","小精灵","121","141","23","23","0","0","0"
"6641","头环","112","141","17","17","0","0","0"
"6642","王子","112","141","18","18","0","0","0"
"6643","细辫","112","141","19","19","0","0","0"
"6644","","113","141","14","22","0","3883627","0"
"6645","","113","141","15","6","0","6042112","0"
"6646","","113","141","16","24","0","-11258553","0"
"6647","","122","141","16","25","0","-11258553","0"
"6648","","122","141","15","6","0","-10735104","0"
"6649","","122","141","14","23","0","-12893589","0"
"6667","","578","146","0","4","0","-15876868","0"
"6668","","578","146","1","6","0","-2499854","0"
"6669","","578","146","2","8","0","-6391041","0"
"6670","","578","146","3","1","0","-8716311","0"
"6671","","578","146","4","3","0","-14560257","0"
"6672","","578","146","5","5","0","-14901761","0"
"6673","","578","146","6","2","0","-13050881","0"
"6674","","578","142","7","100","0","0","0"
"6675","","579","146","0","4","0","-15876868","0"
"6676","","579","146","1","6","0","-5854995","0"
"6677","","579","146","2","8","0","-6391041","0"
"6678","","579","146","3","1","0","-8716311","0"
"6679","","579","146","4","3","0","-14560257","0"
"6680","","579","146","5","5","0","-14901761","0"
"6681","","579","146","6","2","0","-13050881","0"
"6682","","579","142","7","100","0","0","0"
"6687","","119","141","29","14","0","-13032671","0"
"6688","","119","141","28","13","0","-11785428","0"
"6689","","119","141","27","12","0","-9746644","0"
"6690","","119","141","26","11","0","-4482974","0"
"6695","","110","141","30","14","0","-13032671","0"
"6696","","110","141","29","13","0","-11785428","0"
"6697","","110","141","28","12","0","-9746644","0"
"6698","","110","141","27","11","0","-5272233","0"
"6699","缚绳胡","114","141","10","10","0","0","0"
"6700","大胡子","114","141","11","11","0","0","0"
"6701","下巴胡","114","141","12","12","0","0","0"
"6714","长耳","582","141","0","0","0","0","0"
"6715","中等","582","141","1","1","0","0","0"
"6716","短耳","582","141","2","2","0","0","0"
"6719","长耳","583","141","0","0","0","0","0"
"6720","中等","583","141","1","1","0","0","0"
"6721","短耳","583","141","2","2","0","0","0"
"6722","","585","141","0","0","0","0","0"
"6723","","586","141","0","0","0","0","0"
"6730","乌索克之爪（紫色）","565","75","6","6","0","0","0"
"6731","乌索克之爪（金色）","565","76","7","7","0","0","0"
"6732","乌索克之爪（白色）","565","77","8","8","0","0","0"
"6733","乌索克之爪（黑色）","565","78","9","9","0","0","0"
"6789","无","600","141","0","0","0","0","0"
"6790","耳圈","600","141","1","1","0","0","0"
"6791","左耳环","600","141","2","2","0","0","0"
"6792","右耳环","600","141","3","3","0","0","0"
"6793","混搭耳环","600","141","4","4","0","0","0"
"6794","飞翼","600","141","5","5","0","0","0"
"6795","短羽","600","141","6","6","0","0","0"
"6796","长羽","600","141","7","7","0","0","0"
"6797","无","601","141","0","0","0","0","0"
"6798","耳圈","601","237","1","1","0","0","0"
"6799","左耳环","601","237","2","2","0","0","0"
"6800","右耳环","601","237","3","3","0","0","0"
"6801","混搭耳环","601","237","4","4","0","0","0"
"6802","耳翼","601","237","5","5","0","0","0"
"6803","短羽","601","237","6","6","0","0","0"
"6804","长羽","601","236","7","7","0","0","0"
"6817","无","604","141","0","0","0","0","0"
"6818","右","604","141","1","1","0","0","0"
"6819","左","604","141","2","2","0","0","0"
"6820","双右","604","141","3","3","0","0","0"
"6821","双左","604","141","4","4","0","0","0"
"6822","中间","604","141","5","5","0","0","0"
"6823","无","605","141","0","0","0","0","0"
"6824","右鼻环","605","141","1","1","0","0","0"
"6825","左鼻环","605","141","2","2","0","0","0"
"6826","右眉环","605","141","3","3","0","0","0"
"6827","左眉环","605","141","4","4","0","0","0"
"6828","鼻环","605","141","5","5","0","0","0"
"6857","菘蓝","607","141","0","0","0","-11436890","0"
"6858","猩红","607","141","1","1","0","-5046272","0"
"6859","翠绿","607","141","2","2","0","-7425473","0"
"6860","秘银","607","141","3","3","0","-6973808","0"
"6885","铁炉堡","608","141","1","1","0","0","0"
"6886","鹰巢","608","141","2","2","0","0","0"
"6887","高地","608","141","3","3","0","0","0"
"6888","雷霆","608","141","4","4","0","0","0"
"6889","狮鹫","608","141","5","5","0","0","0"
"6890","辛特兰","608","141","6","6","0","0","0"
"6891","天空","608","141","7","7","0","0","0"
"6894","无","608","141","0","0","0","0","0"
"6895","","588","141","0","0","0","0","0"
"6896","","589","141","0","0","0","0","0"
"6928","菘蓝","610","141","0","0","0","-11436890","0"
"6929","猩红","610","141","1","1","0","-5046272","0"
"6930","翠绿","610","141","2","2","0","-7425473","0"
"6931","秘银","610","141","3","3","0","-6973808","0"
"6956","无","611","141","0","0","0","0","0"
"6957","狮鹫","611","141","1","1","0","0","0"
"6958","铁炉堡","611","141","2","2","0","0","0"
"6959","鹰巢","611","141","3","3","0","0","0"
"6960","高地","611","141","4","4","0","0","0"
"6961","辛特兰","611","141","5","5","0","0","0"
"6962","雷霆","611","141","6","6","0","0","0"
"6963","天空","611","141","7","7","0","0","0"
"6968","","614","146","0","0","0","16749568","0"
"6969","","614","142","1","1","0","0","0"
